country,country_label,year,section,text,text_clean,tokens,word_count_clean,token_count
albania,Albania,2021,1.1_Context,"3 
 
1. 
INTRODUCTION  
1.1. 
Context  
Albania has continued to implement the Stabilisation and Association Agreement and the 
meetings of the joint bodies under the agreement took place.  
On 25 March 2020, the Council decided – and the members of the European Council 
endorsed this decision1 – to open accession negotiations with Albania. The Council tasked the 
Commission to report on a number of issues to be addressed by Albania prior to the first 
Inter-governmental Conference on accession negotiations.  
Overall, and despite the challenges posed by the COVID-19 pandemic, Albania has continued 
to show its commitment to EU oriented reforms and delivered tangible and sustainable 
results. It has fulfilled all the conditions set out in the Council Conclusions of March 2020 for 
the first Inter-governmental Conference.  
In October 2020, the Commission adopted the enlargement package2 and assessed that the 
condition related to the functioning of the Constitutional Court was close to being met, while 
all the other conditions to be fulfilled prior to the holding of the first Inter-Governmental 
Conference on accession negotiations were met. The Constitutional Court regained 
functionality in December 2020. Meanwhile, Albania has continued to meet all other 
conditions and has made further considerable, steady progress in addressing the other 
priorities highlighted by the Council. 
The COVID-19 pandemic continued throughout the reporting period. By early October 2021, 
Albania had recorded 171,794 cases and over 2,710 deaths due to the COVID-19 pandemic. 
The Commission has redirected EUR 50.6 million in grants to meet the most immediate 
needs and provide a socio-economic response to the pandemic. The Commission also 
provided macro-financial assistance of EUR 180 million through a very favourable loan; the 
first instalment (EUR 90 million) was disbursed in March 2021. 
Together with the donation of medical equipment, the continued delivery of EU-funded 
vaccines is a tangible sign of EU solidarity. Albania has a countrywide vaccination strategy. 
Around 26% of the population was fully vaccinated by early September. It received 143,910 
Pfizer/BioNTech doses from the EU between May and August 2021, facilitated by Austria 
and funded by the EU4Health grant, and EU Member States delivered 310,000 doses by end 
September 2021. The EU supported COVAX initiative also delivered over 143,400 doses to 
Albania in the same period.","albania has continued to implement the stabilisation and association agreement and the meetings of the joint bodies under the agreement took place. on 2 march 2020, the council decided – and the members of the european council endorsed this decision – to open accession negotiations with albania. the council tasked the commission to report on a number of issues to be addressed by albania prior to the first inter-governmental conference on accession negotiations. overall, and despite the challenges posed by the covid-1 pandemic, albania has continued to show its commitment to eu oriented reforms and delivered tangible and sustainable results. it has fulfilled all the conditions set out in the council conclusions of march 20 for the first inter-governmental conference. in october 2020, the commission adopted the enlargement package and assessed that the condition related to the functioning of the constitutional court was close to being met, while all the other conditions to be fulfilled prior to the holding of the first inter-governmental conference on accession negotiations were met. the constitutional court regained functionality in december 2020. meanwhile, albania has continued to meet all other conditions and has made further considerable, steady progress in addressing the other priorities highlighted by the council. the covid-1 pandemic continued throughout the reporting period. by early october 2021, albania had recorded 171,7 cases and over 2,7 deaths due to the covid-1 pandemic. the commission has redirected eur 50.6 million in grants to meet the most immediate needs and provide a socio-economic response to the pandemic. the commission also provided macro-financial assistance of eur 1 million through a very favourable loan; the first instalment (eur 9 million) was disbursed in march 2021. together with the donation of medical equipment, the continued delivery of eu-funded vaccines is a tangible sign of eu solidarity. albania has a countrywide vaccination strategy. around 26% of the population was fully vaccinated by early september. it received 143,9 pfizer/biontech doses from the eu between may and august 2021, facilitated by austria and funded by the eu4health grant, and eu member states delivered 310,0 doses by end september 2021. the eu supported covax initiative also delivered over 143,4 doses to albania in the same period.",implement stabilisation association agreement meetings joint bodies agreement took place march council decided members council endorsed decision open accession negotiations council tasked number issues addressed prior inter governmental conference accession negotiations overall despite challenges posed covid pandemic commitment oriented reforms delivered tangible sustainable results fulfilled conditions set council conclusions march inter governmental conference october enlargement package assessed condition related functioning constitutional court close met conditions fulfilled prior holding inter governmental conference accession negotiations met constitutional court regained functionality december meet conditions considerable steady progress addressing priorities highlighted council covid pandemic reporting period early october recorded cases deaths covid pandemic redirected eur million grants meet immediate socio economic response pandemic macro financial assistance eur million favourable loan instalment eur million disbursed march donation medical equipment delivery funded vaccines tangible sign solidarity countrywide vaccination strategy population fully vaccinated early september received pfizer biontech doses august facilitated austria funded health grant member states delivered doses end september supported covax initiative delivered doses period,363,160
